"","Time","ED_vehicle_id","LV_vehicle_id","Lane","ED_speed_mps","LV_speed_mps","ED_acc_mps2_lag","LV_acc_mps2_lag","ED_position_m_new","LV_position_m_new","LV_width_m","LV_length_m","LV_spacing_m","LV_frspacing_m","ED_jerk_mps3_lag"
"672",67.1,2117,2106,5,9.08435,9.88773,0.10706,0.99267,366.56021,385.02946,2,5.1212,18.46925,13.34805,-0.6297
"673",67.2,2117,2106,5,9.09088,9.96032,0.06534,0.72586,367.46929,386.02549,2,5.1212,18.5562,13.435,-0.4172
"674",67.3,2117,2106,5,9.0948,10.00894,0.03915,0.48622,368.37877,387.02638,2,5.1212,18.64761,13.52641,-0.2619
"675",67.4,2117,2106,5,9.09708,10.03078,0.02288,0.21842,369.28848,388.02946,2,5.1212,18.74098,13.61978,-0.1627
"676",67.5,2117,2106,5,9.09837,10.02663,0.01282,-0.0415,370.19832,389.03212,2,5.1212,18.8338,13.7126,-0.1006
"677",67.6,2117,2106,5,9.09905,10.00338,0.00689,-0.23246,371.10822,390.03246,2,5.1212,18.92424,13.80304,-0.0593
"678",67.7,2117,2106,5,9.09941,9.96606,0.00361,-0.37319,372.01816,391.02907,2,5.1212,19.01091,13.88971,-0.0328
"679",67.8,2117,2106,5,9.09962,9.91292,0.00205,-0.53142,372.92813,392.02036,2,5.1212,19.09223,13.97103,-0.0156
"680",67.9,2117,2106,5,9.09979,9.8368,0.00168,-0.76127,373.83811,393.00404,2,5.1212,19.16593,14.04473,-0.0037
"681",68,2117,2106,5,9.09997,9.73049,0.00181,-1.06304,374.7481,393.97709,2,5.1212,19.22899,14.10779,0.0013
"682",68.1,2117,2106,5,9.10015,9.59565,0.00179,-1.34846,375.65812,394.93665,2,5.1212,19.27853,14.15733,-0.000200000000000001
"683",68.2,2117,2106,5,9.10032,9.44553,0.00174,-1.50112,376.56815,395.88121,2,5.1212,19.31306,14.19186,-0.000499999999999999
"684",68.3,2117,2106,5,9.10054,9.29588,0.00219,-1.49656,377.4782,396.8108,2,5.1212,19.3326,14.2114,0.0045
"685",68.4,2117,2106,5,9.10088,9.15598,0.00335,-1.39902,378.38829,397.72639,2,5.1212,19.3381,14.2169,0.0116
"686",68.5,2117,2106,5,9.10144,9.02895,0.0056,-1.2703,379.29843,398.62929,2,5.1212,19.33086,14.20966,0.0225
"687",68.6,2117,2106,5,9.10244,8.9152,0.01,-1.13743,380.20868,399.52081,2,5.1212,19.31213,14.19093,0.044
"688",68.7,2117,2106,5,9.10419,8.81436,0.01758,-1.00841,381.1191,400.40224,2,5.1212,19.28314,14.16194,0.0758
"689",68.8,2117,2106,5,9.10712,8.72592,0.02929,-0.88438,382.02981,401.27484,2,5.1212,19.24503,14.12383,0.1171
"690",68.9,2117,2106,5,9.11181,8.64948,0.04687,-0.76439,382.94099,402.13979,2,5.1212,19.1988,14.0776,0.1758
"691",69,2117,2106,5,9.11905,8.58477,0.0724,-0.64717,383.8529,402.99826,2,5.1212,19.14536,14.02416,0.2553
"692",69.1,2117,2106,5,9.13019,8.53161,0.11136,-0.5316,384.76591,403.85142,2,5.1212,19.08551,13.96431,0.3896
"693",69.2,2117,2106,5,9.14574,8.48993,0.15559,-0.41679,385.68049,404.70042,2,5.1212,19.01993,13.89873,0.4423
"694",69.3,2117,2106,5,9.16073,8.45973,0.14989,-0.30198,386.59656,405.54639,2,5.1212,18.94983,13.82863,-0.0570000000000001
"695",69.4,2117,2106,5,9.16605,8.44109,0.05322,-0.18636,387.51317,406.3905,2,5.1212,18.87733,13.75613,-0.9667
"696",69.5,2117,2106,5,9.15875,8.4342,-0.07308,-0.06892,388.42904,407.23392,2,5.1212,18.80488,13.68368,-1.263
"697",69.6,2117,2106,5,9.14466,8.43939,-0.14082,0.05185,389.34351,408.07786,2,5.1212,18.73435,13.61315,-0.6774
"698",69.7,2117,2106,5,9.13065,8.4572,-0.14017,0.17811,390.25657,408.92358,2,5.1212,18.66701,13.54581,0.00650000000000012
"699",69.8,2117,2106,5,9.11972,8.48849,-0.10927,0.31292,391.16855,409.77243,2,5.1212,18.60388,13.48268,0.309
"700",69.9,2117,2106,5,9.11215,8.53449,-0.07575,0.45996,392.07976,410.62587,2,5.1212,18.54611,13.42491,0.3352
"701",70,2117,2106,5,9.10726,8.59668,-0.04889,0.62196,392.99049,411.48554,2,5.1212,18.49505,13.37385,0.2686
"702",70.1,2117,2106,5,9.10427,8.67624,-0.02991,0.7956,393.90091,412.35317,2,5.1212,18.45226,13.33106,0.1898
"703",70.2,2117,2106,5,9.10248,8.77197,-0.01785,0.95724,394.81116,413.23036,2,5.1212,18.4192,13.298,0.1206
"704",70.3,2117,2106,5,9.1014,8.87609,-0.01078,1.04126,395.7213,414.11797,2,5.1212,18.39667,13.27547,0.0707
"705",70.4,2117,2106,5,9.10074,8.97253,-0.00661,0.96443,396.63137,415.01523,2,5.1212,18.38386,13.26266,0.0417
"706",70.5,2117,2106,5,9.10033,9.045,-0.00408,0.7246,397.54141,415.91973,2,5.1212,18.37832,13.25712,0.0253
"707",70.6,2117,2106,5,9.1001,9.08818,-0.00237,0.43189,398.45142,416.82854,2,5.1212,18.37712,13.25592,0.0171
"708",70.7,2117,2106,5,9.1,9.10743,-0.00098,0.19249,399.36142,417.73929,2,5.1212,18.37787,13.25667,0.0139
"709",70.8,2117,2106,5,9.1,9.10968,-2e-05,0.02248,400.27142,418.65026,2,5.1212,18.37884,13.25764,0.0096
"710",70.9,2117,2106,5,9.10002,9.09805,0.00021,-0.11632,401.18142,419.56006,2,5.1212,18.37864,13.25744,0.0023
"711",71,2117,2106,5,9.10002,9.07089,0,-0.27159,402.09142,420.46715,2,5.1212,18.37573,13.25453,-0.0021
"712",71.1,2117,2106,5,9.10002,9.02472,0,-0.46168,403.00142,421.36962,2,5.1212,18.3682,13.247,0
"713",71.2,2117,2106,5,9.10004,8.96643,0.00027,-0.58292,403.91143,422.26627,2,5.1212,18.35484,13.23364,0.0027
"714",71.3,2117,2106,5,9.10006,8.92141,0.00021,-0.45017,404.82143,423.15841,2,5.1212,18.33698,13.21578,-6e-04
"715",71.4,2117,2106,5,9.10004,8.91474,-0.00026,-0.06674,405.73144,424.04988,2,5.1212,18.31844,13.19724,-0.0047
"716",71.5,2117,2106,5,9.09996,8.94608,-0.00082,0.31344,406.64143,424.94449,2,5.1212,18.30306,13.18186,-0.0056
"717",71.6,2117,2106,5,9.09979,8.99466,-0.00161,0.48579,407.55141,425.84395,2,5.1212,18.29254,13.17134,-0.0079
"718",71.7,2117,2106,5,9.09952,9.04089,-0.00276,0.46229,408.46136,426.74804,2,5.1212,18.28668,13.16548,-0.0115
"719",71.8,2117,2106,5,9.09912,9.07579,-0.00403,0.34902,409.37127,427.65562,2,5.1212,18.28435,13.16315,-0.0127
"720",71.9,2117,2106,5,9.09849,9.09806,-0.0063,0.22264,410.28112,428.56543,2,5.1212,18.28431,13.16311,-0.0227
"721",72,2117,2106,5,9.0979,9.10918,-0.00586,0.11128,411.19091,429.47635,2,5.1212,18.2854400000001,13.1642400000001,0.0044
"722",72.1,2117,2106,5,9.09814,9.11054,0.00239,0.01355,412.10073,430.3874,2,5.1212,18.28667,13.16547,0.0825
"723",72.2,2117,2106,5,9.09869,9.10211,0.0055,-0.0843,413.0106,431.29761,2,5.1212,18.28701,13.16581,0.0311
"724",72.3,2117,2106,5,9.09873,9.0822,0.00044,-0.19911,413.92047,432.20583,2,5.1212,18.28536,13.16416,-0.0506
"725",72.4,2117,2106,5,9.10025,9.04795,0.01514,-0.34246,414.83049,433.11063,2,5.1212,18.28014,13.15894,0.147
"726",72.5,2117,2106,5,9.10544,8.99779,0.05193,-0.50166,415.74104,434.01041,2,5.1212,18.26937,13.14817,0.3679
"727",72.6,2117,2106,5,9.11341,8.93501,0.07966,-0.62772,416.65238,434.90391,2,5.1212,18.25153,13.13033,0.2773
"728",72.7,2117,2106,5,9.12185,8.86811,0.0844,-0.66906,417.56456,435.79072,2,5.1212,18.22616,13.10496,0.0474000000000001
"729",72.8,2117,2106,5,9.12915,8.80736,0.07308,-0.60746,418.47748,436.67145,2,5.1212,18.19397,13.07277,-0.1132
"730",72.9,2117,2106,5,9.13467,8.76406,0.05519,-0.43299,419.39095,437.54786,2,5.1212,18.15691,13.03571,-0.1789
"731",73,2117,2106,5,9.13844,8.75141,0.03765,-0.12658,420.30479,438.423,2,5.1212,18.11821,12.99701,-0.1754
"732",73.1,2117,2106,5,9.14083,8.77893,0.02395,0.2752,421.21887,439.30089,2,5.1212,18.08202,12.96082,-0.137
"733",73.2,2117,2106,5,9.14232,8.84184,0.01489,0.62916,422.13311,440.18508,2,5.1212,18.05197,12.93077,-0.0906
"734",73.3,2117,2106,5,9.14327,8.92034,0.00949,0.78496,423.04743,441.07711,2,5.1212,18.02968,12.90848,-0.054
"735",73.4,2117,2106,5,9.14388,8.99333,0.00606,0.72995,423.96182,441.97645,2,5.1212,18.01463,12.89343,-0.0343
"736",73.5,2117,2106,5,9.14423,9.05036,0.00349,0.57025,424.87624,442.88148,2,5.1212,18.00524,12.88404,-0.0257
"737",73.6,2117,2106,5,9.14437,9.09118,0.00142,0.40817,425.79068,443.7906,2,5.1212,17.99992,12.87872,-0.0207
"738",73.7,2117,2106,5,9.14433,9.12011,-0.00041,0.2893,426.70511,444.70261,2,5.1212,17.9975,12.8763,-0.0183
"739",73.8,2117,2106,5,9.14413,9.14233,-0.00192,0.2222,427.61953,445.61684,2,5.1212,17.99731,12.87611,-0.0151
"740",73.9,2117,2106,5,9.14391,9.16273,-0.00222,0.20408,428.53392,446.53312,2,5.1212,17.9992,12.878,-0.003
"741",74,2117,2106,5,9.14382,9.18511,-0.00093,0.22377,429.4483,447.45163,2,5.1212,18.00333,12.88213,0.0129
"742",74.1,2117,2106,5,9.14386,9.21053,0.00044,0.2542,430.36269,448.37268,2,5.1212,18.00999,12.88879,0.0137
"743",74.2,2117,2106,5,9.14389,9.23717,0.00029,0.26641,431.27707,449.2964,2,5.1212,18.01933,12.89813,-0.0015
